1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=44,1,44,Anderson,Ryann,"Charlotte, NC",Jr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=45,1,45,Bell,Casey,"The Woodlands, TX",Fr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=46,1,46,Ching,Joey,"Kailua, HI",Jr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=48,1,48,Ebel,Lindsay,"Highlands Ranch, CO",Sr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=49,1,49,Germain,Darby,"West Point, NY",So.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=50,1,50,Graft,Annie,"Barrington, IL",So.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=51,1,51,Grimison,Chelsea,"Orlando, FL",Fr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=52,1,52,Kelly,Shannen,"Phoenix, AZ",Jr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=53,1,53,Lewis,Jamie,"Plano, TX",Fr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=54,1,54,Martin,Emily,"Gilbert, AZ",So.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=55,1,55,McRobbie,Kim,"Rowlett, TX",Sr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=56,1,56,Neumann,Sarah,"Corcoran, MN",Jr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=57,1,57,Sebben,Julia,"Monroe, CT",Fr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=58,1,58,Stych,Alexandra,"North Oaks, MN",Sr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=59,1,59,Wallander,Jessica,"Dallas, TX",Sr.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=60,1,60,Wilken,Hannah,"Eagen, MN",So.,AA
1,http://www.troester.com/gym/WViewAllInd.asp?GymNum=61,1,61,Witgen,Kara,"Romeo, MI",So.,AA
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1358,2,1358,Bailey,Katie,"Kernersville, N.C.",So.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1359,2,1359,Beers,Lauren,"Warren Center, Pa.",Jr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1360,2,1360,Brannan,Mackenzie,"Austin, Texas",Fr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1361,2,1361,Clark,Kaitlyn,"Rancho Cucamonga, Ca",Sr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1362,2,1362,Dennis,Hunter,"Westampton, N.J.",Sr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1363,2,1363,Frost,Lora Leigh,"Decatur, Ala.",Sr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1364,2,1364,Guerrero,Nickie,"McKinney, Texas",Fr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1365,2,1365,Jetter,Amanda,"Milford, Ohio",So.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1366,2,1366,Loeb,Jennie,"Atlanta, Ga.",Fr.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1367,2,1367,McNeer,Keely,"Brandon, Miss.",So.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1368,2,1368,Pegg,Dominique,"Sarnia, Ontario",So.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1369,2,1369,Sanders,Mary Lillian,"Prattville, Ala.",So.,All-Around
2,http://www.troester.com/gym/WViewAllInd.asp?GymNum=1370,2,1370,Sims,Aja,"Orlando, Fla.",So.,All-Around
